Sequence,A or a,E or e,I or i,O or o,U or u,Consonants
TaJsRWQf,1,0,0,0,0,7
nfkQVUZb,0,0,0,0,1,7
lLgMwchU,0,0,0,0,1,7
QRpIKXPd,0,0,1,0,0,7
nYCxRW,0,0,0,0,0,6
iOljkn,0,0,1,1,0,4
lRcZrHb,0,0,0,0,0,7
FuSbqz,0,0,0,0,1,5
jzEYORUAyH,1,1,0,1,1,6
nKYysa,1,0,0,0,0,5
bCioMhZrm,0,0,1,1,0,7
yojvGTdqbx,0,0,0,1,0,9
ipCNEBTb,0,1,1,0,0,6
XwsFcI,0,0,1,0,0,5
rzpxqyaj,1,0,0,0,0,7
vHwziWZU,0,0,1,0,1,6
DtEgdFOrjP,0,1,0,1,0,8
XkiVab,1,0,1,0,0,4
TwJthKeP,0,1,0,0,0,7
aUYQdlPV,1,0,0,0,1,6
vtMJDawSUA,2,0,0,0,1,7
ZjXmlA,1,0,0,0,0,5
oTUfaIsi,1,0,2,1,1,3
Zwrisg,0,0,1,0,0,5
dPBqjDQINy,0,0,1,0,0,9
EhyMGLKnC,0,1,0,0,0,8
WpeJjih,0,1,1,0,0,5
dRkoUPjz,0,0,0,1,1,6
gchFNLz,0,0,0,0,0,7
RshXwSM,0,0,0,0,0,7
XWxELv,0,1,0,0,0,5
zSwYaAyn,2,0,0,0,0,6
wNKePv,0,1,0,0,0,5
JktyjCAfZ,1,0,0,0,0,8
RbwLvF,0,0,0,0,0,6
swaqUvtHMx,1,0,0,0,1,8
SWcFNDmM,0,0,0,0,0,8
aLuztT,1,0,0,0,1,4
kEKuebyZmr,0,2,0,0,1,7
LTpMDYX,0,0,0,0,0,7
nHULSKAz,1,0,0,0,1,6
kyJSfn,0,0,0,0,0,6
ZQToYSk,0,0,0,1,0,6
mqZDGlxi,0,0,1,0,0,7
WsMtgJIAU,1,0,1,0,1,6
Oxvowk,0,0,0,2,0,4
ardlfiCyQ,1,0,1,0,0,7
MJLZuTt,0,0,0,0,1,6
MWPpmAO,1,0,0,1,0,5
rtyEcQV,0,1,0,0,0,6
EyJDsSH,0,1,0,0,0,6
FZcPqnY,0,0,0,0,0,7
ovJgaU,1,0,0,1,1,3
tMWogZx,0,0,0,1,0,6
GPvATi,1,0,1,0,0,4
GTxeLh,0,1,0,0,0,5
MIUYqk,0,0,1,0,1,4
XHMaUlB,1,0,0,0,1,5
RagKPlVF,1,0,0,0,0,7
qCoRLMB,0,0,0,1,0,6
vNfxoMwmz,0,0,0,1,0,8
QDYvTZu,0,0,0,0,1,6
jWtKdf,0,0,0,0,0,6
uretBOSF,0,1,0,1,1,5
HElPYZzc,0,1,0,0,0,7
zeojiC,0,1,1,1,0,3
lSrNgDmb,0,0,0,0,0,8
calULR,1,0,0,0,1,4
JTpBgNU,0,0,0,0,1,6
HLsYgDik,0,0,1,0,0,7
wAoROmNqP,1,0,0,2,0,6
qJEzQYDAd,1,1,0,0,0,7
yHLIuj,0,0,1,0,1,4
qeEvczun,0,2,0,0,1,5
ZsSixH,0,0,1,0,0,5
AneHgtSQP,1,1,0,0,0,7
KvOBLsSM,0,0,0,1,0,7
ywcgYShu,0,0,0,0,1,7
daMJAB,2,0,0,0,0,4
qeVwofuOb,0,1,0,2,1,5
snEQBHtu,0,1,0,0,1,6
RLATpw,1,0,0,0,0,5
HsKEbi,0,1,1,0,0,4
LKgfsVaH,1,0,0,0,0,7
BMsAFlPWV,1,0,0,0,0,8
hjXcYUN,0,0,0,0,1,6
YSOQlTj,0,0,0,1,0,6
CBJDiFw,0,0,1,0,0,6
zrpBSe,0,1,0,0,0,5
yOrQtSH,0,0,0,1,0,6
vyzEPpG,0,1,0,0,0,6
LWOUkXG,0,0,0,1,1,5
nAotICBs,1,0,1,1,0,5
uSAFsIb,1,0,1,0,1,4
VxpFErPd,0,1,0,0,0,7
iyazBlgbm,1,0,1,0,0,7
JPLYbhD,0,0,0,0,0,7
EaIWrB,1,1,1,0,0,3
JOLlUpER,0,1,0,1,1,5
HqcjILu,0,0,1,0,1,5
mFIDoTi,0,0,2,1,0,4
ZOHfMr,0,0,0,1,0,5
ANiEtj,1,1,1,0,0,3
uanwNvI,1,0,1,0,1,4
lBoqwU,0,0,0,1,1,4
KHRWbkFNJ,0,0,0,0,0,9
cLbnykjOv,0,0,0,1,0,8
fkKbLlQD,0,0,0,0,0,8
oIsWLH,0,0,1,1,0,4
QGLjdC,0,0,0,0,0,6
YAcqfO,1,0,0,1,0,4
uABKrYnWq,1,0,0,0,1,7
JriOHQ,0,0,1,1,0,4
HlQnaih,1,0,1,0,0,5
jKBwDoFf,0,0,0,1,0,7
dqywZTG,0,0,0,0,0,7
DkJvrXpI,0,0,1,0,0,7
sIlQxWkt,0,0,1,0,0,7
EaJILnqv,1,1,1,0,0,5
plTcsQ,0,0,0,0,0,6
RlBYGcFyap,1,0,0,0,0,9
EgqXpkK,0,1,0,0,0,6
kRwqNbxT,0,0,0,0,0,8
BsbxIqck,0,0,1,0,0,7
KEeiRfrlTh,0,2,1,0,0,7
puJEUReVj,0,2,0,0,2,5
IaNlfTRWwG,1,0,1,0,0,8
xPTMbkj,0,0,0,0,0,7
pMrjky,0,0,0,0,0,6
tMHvmYG,0,0,0,0,0,7
CSufQj,0,0,0,0,1,5
InkYmPyb,0,0,1,0,0,7
AUMwoOkDV,1,0,0,2,1,5
LeBYSvwb,0,1,0,0,0,7
DqmfCc,0,0,0,0,0,6
xUKFOG,0,0,0,1,1,4
OYniyC,0,0,1,1,0,4
IJtkuqnRAy,1,0,1,0,1,7
qCuLSlIZ,0,0,1,0,1,6
ystdwP,0,0,0,0,0,6
qgDsER,0,1,0,0,0,5
RDjJoiAL,1,0,1,1,0,5
sMqrOBHSk,0,0,0,1,0,8
DvigMT,0,0,1,0,0,5
cVrpsNK,0,0,0,0,0,7
nPzEGK,0,1,0,0,0,5
LoFywdMU,0,0,0,1,1,6
TdYArM,1,0,0,0,0,5
NBVvZbg,0,0,0,0,0,7
QOKbiD,0,0,1,1,0,4
WiqXwsy,0,0,1,0,0,6
uVCkqiW,0,0,1,0,1,5
ewCuHgVar,1,1,0,0,1,6
TYeXnsKRp,0,1,0,0,0,8
URfyZl,0,0,0,0,1,5
GohVOSZ,0,0,0,2,0,5
cNefAktzFs,1,1,0,0,0,8
ivMpVkj,0,0,1,0,0,6
qMeZUvmuWP,0,1,0,0,2,7
eBkEVfFQy,0,2,0,0,0,7
jnYOpkWo,0,0,0,2,0,6
cWfayBtH,1,0,0,0,0,7
lzkortvhMO,0,0,0,2,0,8
XgRhwQ,0,0,0,0,0,6
WzYCpgKBr,0,0,0,0,0,9
DngIFSui,0,0,2,0,1,5
QLnjHUv,0,0,0,0,1,6
wehUgnE,0,2,0,0,1,4
RVLfOU,0,0,0,1,1,4
IPqYmF,0,0,1,0,0,5
MTOVjQld,0,0,0,1,0,7
ZTyURhO,0,0,0,1,1,5
OnMPIFQ,0,0,1,1,0,5
MDvZbN,0,0,0,0,0,6
LjXJya,1,0,0,0,0,5
DsjPEVk,0,1,0,0,0,6
xvRXAY,1,0,0,0,0,5
RxCUyD,0,0,0,0,1,5
oemHgz,0,1,0,1,0,4
taeDTIFR,1,1,1,0,0,5
DWXefbu,0,1,0,0,1,5
BqPnxJjK,0,0,0,0,0,8
xTmGBIc,0,0,1,0,0,6
ZCrvoBOiJ,0,0,1,2,0,6
XhwfCVISW,0,0,1,0,0,8
pwTNUO,0,0,0,1,1,4
nfKbSeuCLp,0,1,0,0,1,8
URMekD,0,1,0,0,1,4
IaesAY,2,1,1,0,0,2
FDmHBelQO,0,1,0,1,0,7
IniFqZSW,0,0,2,0,0,6
cMAfznqL,1,0,0,0,0,7
WVPymYb,0,0,0,0,0,7
XoEZWQV,0,1,0,1,0,5
ibftEUPoZ,0,1,1,1,1,5
EZMlcgQPhj,0,1,0,0,0,9
YUWcMzRHbQ,0,0,0,0,1,9
tmuPhaN,1,0,0,0,1,5
qzXHkWPA,1,0,0,0,0,7
nqmKPZ,0,0,0,0,0,6
VscdXIhvL,0,0,1,0,0,8
UhWFnad,1,0,0,0,1,5
CnULoxGO,0,0,0,2,1,5
UFRuiel,0,1,1,0,2,3
kXvKLh,0,0,0,0,0,6
YZMPjKX,0,0,0,0,0,7
iGuNvt,0,0,1,0,1,4
eUTNFRX,0,1,0,0,1,5
QnshzSaJDH,1,0,0,0,0,9
CadBeoQFOS,1,1,0,2,0,6
CZpEemhd,0,2,0,0,0,6
tnImleariy,1,1,2,0,0,6
bTNxpLmVnh,0,0,0,0,0,10
FQTfzXMte,0,1,0,0,0,8
GrTLUQ,0,0,0,0,1,5
gMwStfW,0,0,0,0,0,7
AxSZBqpri,1,0,1,0,0,7
zjqDKYtpL,0,0,0,0,0,9
RYJehP,0,1,0,0,0,5
speynlYPgH,0,1,0,0,0,9
grhCOYKqf,0,0,0,1,0,8
aeqIDE,1,2,1,0,0,2
uOekDxpgL,0,1,0,1,1,6
zPKsguLf,0,0,0,0,1,7
AQtWIwLjS,1,0,1,0,0,7
wkNcZpT,0,0,0,0,0,7
GjoHJCVOAy,1,0,0,2,0,7
iPuYdbwqe,0,1,1,0,1,6
tobeHORdYi,0,1,1,2,0,6
FMAhftUj,1,0,0,0,1,6
arQFdtKMGc,1,0,0,0,0,9
tLDWvo,0,0,0,1,0,5
okhaApd,2,0,0,1,0,4
aFiRsxGMA,2,0,1,0,0,6
FTYtIUhoRw,0,0,1,1,1,7
sNUudBK,0,0,0,0,2,5
pzBdgtTGeP,0,1,0,0,0,9
nJRkFVwNcB,0,0,0,0,0,10
Hlvdne,0,1,0,0,0,5
ijqyhTa,1,0,1,0,0,5
eQwyWTvEA,1,2,0,0,0,6
MpqNSZVPWz,0,0,0,0,0,10
qBeGalNdsY,1,1,0,0,0,8
wCyqhJV,0,0,0,0,0,7
xkPwysVW,0,0,0,0,0,8
VeBqASg,1,1,0,0,0,5
ecNWqmGl,0,1,0,0,0,7
oQkOqYrAGU,1,0,0,2,1,6
fEQoXw,0,1,0,1,0,4
UHfGVAinme,1,1,1,0,1,6
TUnwAxGePq,1,1,0,0,1,7
lmjriWMt,0,0,1,0,0,7
wQbEVgIDa,1,1,1,0,0,6
IaYPkFRG,1,0,1,0,0,6
CDEnlzrGx,0,1,0,0,0,8
BKzkgtNL,0,0,0,0,0,8
fbNcxlF,0,0,0,0,0,7
MFhQfY,0,0,0,0,0,6
RyThtm,0,0,0,0,0,6
vQkFOE,0,1,0,1,0,4
OBPKIt,0,0,1,1,0,4
mQIElqf,0,1,1,0,0,5
IoZSel,0,1,1,1,0,3
uIFSfzHcnq,0,0,1,0,1,8
xqpMdse,0,1,0,0,0,6
gVmAiQF,1,0,1,0,0,5
LdfYAniKGR,1,0,1,0,0,8
wSxZsDqeT,0,1,0,0,0,8
AyViZU,1,0,1,0,1,3
OyIfqMxUuR,0,0,1,1,2,6
pTUEGH,0,1,0,0,1,4
KrSpcqDJxL,0,0,0,0,0,10
hCRdNy,0,0,0,0,0,6
smGlhF,0,0,0,0,0,6
OVRHbzg,0,0,0,1,0,6
IbRYMSkEo,0,1,1,1,0,6
tqaGjPw,1,0,0,0,0,6
YKzirU,0,0,1,0,1,4
kPcXMD,0,0,0,0,0,6
hfeYON,0,1,0,1,0,4
gzDGWOrAZ,1,0,0,1,0,7
uiIVsEMfP,0,1,2,0,1,5
DTSZzP,0,0,0,0,0,6
MaVZlHj,1,0,0,0,0,6
WcfPaE,1,1,0,0,0,4
kgVctFaPz,1,0,0,0,0,8
yIZHlcoWS,0,0,1,1,0,7
WankEUsqv,1,1,0,0,1,6
lYBOqZ,0,0,0,1,0,5
EQxgSv,0,1,0,0,0,5
aoCYwS,1,0,0,1,0,4
dVLEHZRz,0,1,0,0,0,7
kqSwoJ,0,0,0,1,0,5
LuWbSnK,0,0,0,0,1,6
BukqzL,0,0,0,0,1,5
McYpyzXeQG,0,1,0,0,0,9
IkgaQlPyn,1,0,1,0,0,7
mBEaGekzv,1,2,0,0,0,6
pjQyIKfYB,0,0,1,0,0,8
QcwXedv,0,1,0,0,0,6
CZouyHnVi,0,0,1,1,1,6
AhwKWeu,1,1,0,0,1,4
zloCHJskV,0,0,0,1,0,8
RIVbAxr,1,0,1,0,0,5
hCtOuQ,0,0,0,1,1,4
BsUAuSP,1,0,0,0,2,4
WFvjRV,0,0,0,0,0,6
coBvSX,0,0,0,1,0,5
ZNyDzhic,0,0,1,0,0,7
JLcxYEnhX,0,1,0,0,0,8
ZsnYmhy,0,0,0,0,0,7
BwqxRa,1,0,0,0,0,5
SOAMJGYX,1,0,0,1,0,6
ZXbUftd,0,0,0,0,1,6
ZewTXHg,0,1,0,0,0,6
CruTkvfGo,0,0,0,1,1,7
sOvlbwaArS,2,0,0,1,0,7
ptEcWmFZn,0,1,0,0,0,8
uaXjUCk,1,0,0,0,2,4
FsqEYvzOi,0,1,1,1,0,6
DxVTAFt,1,0,0,0,0,6
WOsmhpi,0,0,1,1,0,5
BGcjXCr,0,0,0,0,0,7
NmotwOpqF,0,0,0,2,0,7
vERnDWdAK,1,1,0,0,0,7
DgciWyjo,0,0,1,1,0,6
FzKvrQ,0,0,0,0,0,6
HfkCdQWY,0,0,0,0,0,8
bfxQJz,0,0,0,0,0,6
pCLeIZqU,0,1,1,0,1,5
xbTMHwImR,0,0,1,0,0,8
elpsGcqjYb,0,1,0,0,0,9
VbRCrNX,0,0,0,0,0,7
AJDrPmZue,1,1,0,0,1,6
pbFYQM,0,0,0,0,0,6
CrvWNPVug,0,0,0,0,1,8
JKEocfCnsD,0,1,0,1,0,8
riHPAhB,1,0,1,0,0,5
uOdyis,0,0,1,1,1,3
LlJupSHvjb,0,0,0,0,1,9
MDTWeskxYo,0,1,0,1,0,8
DBKVYlvz,0,0,0,0,0,8
YrIyclCi,0,0,2,0,0,6
lvbqUHinyT,0,0,1,0,1,8
CBSbcE,0,1,0,0,0,5
WynhOeiz,0,1,1,1,0,5
MuesJWI,0,1,1,0,1,4
LZiuGw,0,0,1,0,1,4
YkSxbmKQ,0,0,0,0,0,8
noRUhCDm,0,0,0,1,1,6
AcNMnfhE,1,1,0,0,0,6
DYwxKGFnUs,0,0,0,0,1,9
zkdminc,0,0,1,0,0,6
jwKOxbvn,0,0,0,1,0,7
goTIfBZvM,0,0,1,1,0,7
rVSEhAB,1,1,0,0,0,5
YmowPn,0,0,0,1,0,5
LUZKiMNsQd,0,0,1,0,1,8
GBazxE,1,1,0,0,0,4
EBIhtDL,0,1,1,0,0,5
XasLFNK,1,0,0,0,0,6
XRNAQFlC,1,0,0,0,0,7
sKIxNYXSJR,0,0,1,0,0,9
hGVBgw,0,0,0,0,0,6
GsJDrCq,0,0,0,0,0,7
YWOMGp,0,0,0,1,0,5
dUsINly,0,0,1,0,1,5
OZTNEkKRVQ,0,1,0,1,0,8
TFlXsNG,0,0,0,0,0,7
KijhmGa,1,0,1,0,0,5
SghJVPKkbf,0,0,0,0,0,10
KJexLmDB,0,1,0,0,0,7
wjvaRSq,1,0,0,0,0,6
VhiTGMX,0,0,1,0,0,6
tNoqxDCrzj,0,0,0,1,0,9
MszahrWJn,1,0,0,0,0,8
KPEyog,0,1,0,1,0,4
FrjhLi,0,0,1,0,0,5
XFVGvCR,0,0,0,0,0,7
PlhjbuQq,0,0,0,0,1,7
ByYjKaVkC,1,0,0,0,0,8
OzPfYVv,0,0,0,1,0,6
dxFOWnp,0,0,0,1,0,6
IcXCaZ,1,0,1,0,0,4
YTJVrXsjob,0,0,0,1,0,9
YuOKRfLGov,0,0,0,2,1,7
oOQSCg,0,0,0,2,0,4
XIMPApzQ,1,0,1,0,0,6
aAZgDxsV,2,0,0,0,0,6
zfVNGevq,0,1,0,0,0,7
HlpgRm,0,0,0,0,0,6
YUGldvt,0,0,0,0,1,6
cjflWytv,0,0,0,0,0,8
gwOxYNz,0,0,0,1,0,6
iPdWzByZ,0,0,1,0,0,7
HkgRjXzO,0,0,0,1,0,7
UYrzmoubI,0,0,1,1,2,5
XwudrB,0,0,0,0,1,5
jKoueJNvg,0,1,0,1,1,6
fbSEOIVai,1,1,2,1,0,4
ndPHwcOA,1,0,0,1,0,6
PcioLy,0,0,1,1,0,4
eTuarWtk,1,1,0,0,1,5
ZGXoEklyS,0,1,0,1,0,7
knYBpR,0,0,0,0,0,6
LhBFtVzi,0,0,1,0,0,7
irGfHXZgRq,0,0,1,0,0,9
rPZqDWS,0,0,0,0,0,7
ndMwFi,0,0,1,0,0,5
lqEQpzmdai,1,1,1,0,0,7
qogjvZ,0,0,0,1,0,5
tzcojhy,0,0,0,1,0,6
KGQrBD,0,0,0,0,0,6
hFyiNQbU,0,0,1,0,1,6
HZrjcbNP,0,0,0,0,0,8
jUKRLfzy,0,0,0,0,1,7
aokHLbt,1,0,0,1,0,5
zeuIRBZr,0,1,1,0,1,5
xdlPXMjCAp,1,0,0,0,0,9
lAgQuRrB,1,0,0,0,1,6
nLYAQzECW,1,1,0,0,0,7
oejING,0,1,1,1,0,3
czwdKT,0,0,0,0,0,6
RcYVFu,0,0,0,0,1,5
FrHOGy,0,0,0,1,0,5
oMhOvmSbY,0,0,0,2,0,7
UVJYMrqBv,0,0,0,0,1,8
uxszmRo,0,0,0,1,1,5
oiBnVcyMD,0,0,1,1,0,7
ZjdcBPCz,0,0,0,0,0,8
VNPKbsC,0,0,0,0,0,7
IpTtlDb,0,0,1,0,0,6
SDVwIcoeKA,1,1,1,1,0,6
qICVgu,0,0,1,0,1,4
YKgWPZTr,0,0,0,0,0,8
iCtJDek,0,1,1,0,0,5
ybEToSxzH,0,1,0,1,0,7
uATWvNB,1,0,0,0,1,5
ILlVHbYkiC,0,0,2,0,0,8
WcKtSTEUIg,0,1,1,0,1,7
UzoPQCHJ,0,0,0,1,1,6
hutEBNwpRV,0,1,0,0,1,8
JVCMBiZbQW,0,0,1,0,0,9
FpdDwQ,0,0,0,0,0,6
oiArVRNg,1,0,1,1,0,5
sfZWUO,0,0,0,1,1,4
CMHustVO,0,0,0,1,1,6
rWQqVD,0,0,0,0,0,6
txBKGvP,0,0,0,0,0,7
BisLzwe,0,1,1,0,0,5
QMThqw,0,0,0,0,0,6
YygtrM,0,0,0,0,0,6
OPEWwYAI,1,1,1,1,0,4
PHFxluRLdb,0,0,0,0,1,9
sRCImTw,0,0,1,0,0,6
jZldBGVxJb,0,0,0,0,0,10
JyeLQiA,1,1,1,0,0,4
gNjZipz,0,0,1,0,0,6
iVPrSLZ,0,0,1,0,0,6
aKriGd,1,0,1,0,0,4
NdomLyO,0,0,0,2,0,5
FOfeYIpNaK,1,1,1,1,0,6
PbXKkni,0,0,1,0,0,6
mkzhGUVI,0,0,1,0,1,6
AuaRkZ,2,0,0,0,1,3
ucdzPvjp,0,0,0,0,1,7
NFASkK,1,0,0,0,0,5
LUvtgC,0,0,0,0,1,5
YlzCAdfZv,1,0,0,0,0,8
jroakDN,1,0,0,1,0,5
dNBAHYW,1,0,0,0,0,6
DtnHzdKB,0,0,0,0,0,8
EdFUXuSt,0,1,0,0,2,5
GbtiYp,0,0,1,0,0,5
ApmshgXtb,1,0,0,0,0,8
rgGyfO,0,0,0,1,0,5
GAMaIq,2,0,1,0,0,3
bozhEfeQ,0,2,0,1,0,5
qwCYNh,0,0,0,0,0,6
tUVlDj,0,0,0,0,1,5
uvRnPWroJx,0,0,0,1,1,8
UbHNzo,0,0,0,1,1,4
EPCjlNygi,0,1,1,0,0,7
EgOmlqp,0,1,0,1,0,5
txTMnQA,1,0,0,0,0,6
xmwAJY,1,0,0,0,0,5
pyjrbFOzw,0,0,0,1,0,8
iJZlhVYRdx,0,0,1,0,0,9
UMASzJQH,1,0,0,0,1,6
BsUZxOoHkG,0,0,0,2,1,7
ocdGIU,0,0,1,1,1,3
yBNukZw,0,0,0,0,1,6
LypfNX,0,0,0,0,0,6
ZmfWsF,0,0,0,0,0,6
TgbvywKQOn,0,0,0,1,0,9
jcZGpYPIL,0,0,1,0,0,8
kKXWbOBn,0,0,0,1,0,7
gNtUnL,0,0,0,0,1,5
ZpDhjrbm,0,0,0,0,0,8
zqgWGj,0,0,0,0,0,6
pRftED,0,1,0,0,0,5
BYtQqN,0,0,0,0,0,6
iZNjkUIhA,1,0,2,0,1,5
YgCmEKHOZ,0,1,0,1,0,7
VLYgXIjHb,0,0,1,0,0,8
tYKkWmZCS,0,0,0,0,0,9
YxRtZrfy,0,0,0,0,0,8
sHtwvh,0,0,0,0,0,6
IpWPBoqi,0,0,2,1,0,5
njIMpxSD,0,0,1,0,0,7
utxJUsTrK,0,0,0,0,2,7
KuElMp,0,1,0,0,1,4
mxnYyRdiwJ,0,0,1,0,0,9
dBGMHV,0,0,0,0,0,6
BZmsqE,0,1,0,0,0,5
kJpNYoGF,0,0,0,1,0,7
exzsgmQ,0,1,0,0,0,6
GFMEoAN,1,1,0,1,0,4
XjecYxmS,0,1,0,0,0,7
rVefTlkL,0,1,0,0,0,7
dZmPav,1,0,0,0,0,5
hcDQodCf,0,0,0,1,0,7
Vkegro,0,1,0,1,0,4
IzhtLx,0,0,1,0,0,5
MKfoBPQz,0,0,0,1,0,7
VjsvUyJ,0,0,0,0,1,6
KftRIgH,0,0,1,0,0,6
qCslYM,0,0,0,0,0,6
ytcCLTS,0,0,0,0,0,7
hRoaASx,2,0,0,1,0,4
YKFXJTviPl,0,0,1,0,0,9
gSHZGtzdR,0,0,0,0,0,9
cLrnZW,0,0,0,0,0,6
